,ListingId,借款金额,借款期限,借款利率,借款成功日期,初始评级,借款类型,是否首标,年龄,性别,手机认证,户口认证,视频认证,学历认证,征信认证,淘宝认证,历史成功借款次数,历史成功借款金额,总待还本金,历史正常还款期数,历史逾期还款期数,我的投资金额,当前到期期数,当前还款期数,已还本金,已还利息,待还本金,待还利息,标当前逾期天数,标当前状态,上次还款日期,上次还款本金,上次还款利息,下次计划还款日期,下次计划还款本金,下次计划还款利息,recorddate
217452,8146756,7000,12,20.0,2016/2/5,C,普通,是,29,男,成功认证,未成功认证,未成功认证,成功认证,未成功认证,未成功认证,0.0,0.0,0.0,0,0,50,9,9,36.51,5.16,13.49,0.4,0,正常还款中,2016/10/27,4.33,0.3,2016/12/5,4.4,0.23,2016/11/30
230403,8657075,9000,12,20.0,2016/2/18,C,普通,是,28,女,成功认证,未成功认证,未成功认证,成功认证,未成功认证,未成功认证,0.0,0.0,0.0,0,0,50,9,9,36.51,5.16,13.49,0.4,0,正常还款中,2016/11/17,4.33,0.3,2016/12/18,4.4,0.23,2016/11/30
92957,22262113,2264,6,16.0,2016/10/16,A,APP闪电,否,22,女,未成功认证,未成功认证,未成功认证,成功认证,未成功认证,未成功认证,1.0,7000.0,3578.16,3,0,50,4,4,32.88,2.02,17.12,0.33,0,正常还款中,2017/2/16,8.38,0.35,2017/3/16,8.5,0.23,2017/2/28
135629,11688137,2724,6,20.0,2016/5/1,C,其他,否,24,女,成功认证,未成功认证,未成功认证,成功认证,未成功认证,未成功认证,1.0,7500.0,5775.4,3,0,52,6,6,52.0,3.02,0.0,0.0,0,已还清,2016/11/5,9.04,0.13,,,,2017/2/28
12304,19837174,4000,6,18.0,2016/9/13,B,APP闪电,是,27,男,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,0.0,0.0,0.0,0,0,50,3,3,24.44,1.88,25.56,0.77,0,正常还款中,2016/10/28,8.27,0.5,2017/1/13,8.39,0.39,2016/12/31
198585,21637382,4231,12,18.0,2016/10/8,A,普通,否,22,女,成功认证,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,2.0,9558.0,3769.21,11,0,55,0,1,4.21,0.83,50.79,4.67,0,正常还款中,2016/10/8,4.21,0.83,2016/12/8,4.28,0.76,2016/10/31
6441,16214492,5076,12,18.0,2016/7/26,B,普通,否,26,女,成功认证,未成功认证,未成功认证,成功认证,未成功认证,未成功认证,1.0,3500.0,2424.45,4,0,50,7,7,28.07,4.01,21.93,0.99,0,正常还款中,2017/2/21,4.19,0.39,2017/3/26,4.26,0.33,2017/2/28
272115,8972471,25000,12,20.0,2016/2/25,C,普通,否,43,男,成功认证,成功认证,成功认证,未成功认证,成功认证,未成功认证,7.0,34751.0,0.0,40,0,50,9,9,36.51,5.16,13.49,0.4,0,正常还款中,2016/11/23,4.33,0.3,2016/12/25,4.4,0.23,2016/11/30
193078,8212530,8500,12,18.0,2016/1/30,B,其他,是,30,男,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,0.0,0.0,0.0,0,0,50,9,9,36.6,4.62,13.4,0.34,0,正常还款中,2016/10/31,4.31,0.27,2016/11/30,4.38,0.2,2016/10/31
215524,2812042,3000,12,12.0,2015/6/21,AA,普通,是,37,男,成功认证,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,0.0,0.0,0.0,0,0,300,12,12,300.0,19.8,0.0,0.0,0,已还清,2016/6/21,26.42,0.23,,,,2016/10/31
132630,14362915,3500,12,24.0,2016/6/29,E,普通,是,30,男,成功认证,未成功认证,未成功认证,成功认证,未成功认证,未成功认证,0.0,0.0,0.0,0,0,51,3,3,11.63,2.83,39.37,4.03,0,正常还款中,2016/9/4,3.95,0.87,2016/10/29,4.04,0.78,2016/9/30
76926,18102300,2868,7,20.0,2016/8/20,C,其他,否,26,女,成功认证,未成功认证,未成功认证,成功认证,未成功认证,未成功认证,4.0,14334.0,7631.57,16,1,51,6,6,43.34,3.33,7.66,0.12,0,正常还款中,2017/2/23,7.52,0.26,2017/3/20,7.66,0.12,2017/2/28
12272,14328507,2000,6,18.0,2016/6/22,B,APP闪电,否,23,男,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,1.0,3600.0,3600.0,0,0,50,6,6,50.0,2.65,0.0,0.0,0,已还清,2016/12/27,8.65,0.12,,,,2016/12/31
72325,3627749,4000,12,22.0,2015/8/14,D,普通,是,33,男,成功认证,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,0.0,0.0,0.0,0,0,15,12,3,15.0,0.75,0.0,0.0,0,已还清,2015/11/13,12.74,0.21,,,,2017/2/28
289966,3452269,17064,18,16.0,2015/8/3,B,其他,是,24,男,未成功认证,未成功认证,未成功认证,成功认证,未成功认证,未成功认证,0.0,0.0,0.0,0,0,150,18,8,150.0,10.33,0.0,0.0,0,已还清,2016/3/1,142.58,0.05,,,,2017/2/28
16449,14770192,5167,12,18.0,2016/6/29,B,普通,否,46,女,成功认证,成功认证,成功认证,未成功认证,未成功认证,未成功认证,6.0,26170.0,8833.18,43,3,50,8,8,32.33,4.34,17.67,0.66,0,正常还款中,2017/2/28,4.26,0.33,2017/3/29,4.32,0.26,2017/2/28
233686,14903324,800,12,18.0,2016/7/1,B,APP闪电,否,25,女,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,1.0,5600.0,5600.0,0,0,50,4,4,15.68,2.65,34.32,2.35,0,正常还款中,2016/10/26,4.01,0.57,2016/12/1,4.07,0.51,2016/11/30
278193,3691659,7926,6,18.0,2015/8/17,C,普通,否,35,男,成功认证,未成功认证,未成功认证,成功认证,未成功认证,未成功认证,5.0,30863.0,10073.7,8,1,50,6,6,50.0,2.62,0.0,0.0,0,已还清,2016/2/6,8.68,0.09,,,,2016/11/30
224199,7719959,3468,12,20.0,2016/1/16,C,普通,否,34,男,未成功认证,未成功认证,未成功认证,成功认证,成功认证,未成功认证,2.0,9281.0,6531.64,8,0,50,9,9,36.51,5.16,13.49,0.4,0,正常还款中,2016/10/10,4.33,0.3,2016/11/16,4.4,0.23,2016/10/31
256017,9506860,5500,12,11.0,2016/3/11,AA,普通,是,34,女,未成功认证,成功认证,未成功认证,未成功认证,未成功认证,未成功认证,0.0,0.0,0.0,0,0,500,8,8,327.17,26.35,172.83,3.93,0,正常还款中,2016/11/11,42.22,1.97,2016/12/11,42.6,1.59,2016/11/30
92013,13018191,3150,6,18.0,2016/5/29,B,APP闪电,是,21,女,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,0.0,0.0,0.0,0,0,50,6,6,50.0,2.65,0.0,0.0,0,已还清,2016/12/18,8.65,0.12,,,,2016/12/31
184865,21608751,3500,11,16.0,2016/10/8,A,其他,否,27,女,未成功认证,未成功认证,未成功认证,成功认证,未成功认证,未成功认证,4.0,15374.0,9470.25,12,0,50,0,0,0.0,0.0,50.0,4.08,0,正常还款中,,,,2016/11/8,4.25,0.66,2016/10/31
153159,15287389,4581,10,18.0,2016/7/8,B,普通,否,27,男,成功认证,未成功认证,未成功认证,成功认证,未成功认证,未成功认证,3.0,12702.0,6418.76,18,0,50,2,2,9.41,1.43,40.59,2.78,0,正常还款中,2016/9/8,4.74,0.68,2016/10/8,4.81,0.61,2016/9/30
23393,7998550,9000,12,20.0,2016/1/27,C,普通,是,33,男,成功认证,未成功认证,未成功认证,成功认证,未成功认证,未成功认证,0.0,0.0,0.0,0,0,50,12,12,50.0,5.56,0.0,0.0,0,已还清,2017/2/13,4.61,0.02,,,,2017/2/28
197504,2000615,85000,6,16.0,2015/3/19,B,电商,否,27,男,未成功认证,成功认证,成功认证,未成功认证,未成功认证,未成功认证,1.0,120000.0,0.0,6,0,206,6,4,206.0,7.54,0.0,0.0,0,已还清,2015/7/2,105.07,0.62,,,,2016/10/31
81425,27964324,9300,6,18.0,2016/12/22,B,其他,是,23,男,成功认证,未成功认证,未成功认证,成功认证,未成功认证,未成功认证,0.0,0.0,0.0,0,0,50,2,2,16.17,1.38,33.83,1.27,0,正常还款中,2017/2/19,8.15,0.63,2017/3/22,8.27,0.5,2017/2/28
3556,18443075,2960,12,22.0,2016/8/25,C,其他,否,35,男,未成功认证,未成功认证,未成功认证,成功认证,未成功认证,未成功认证,1.0,6000.0,3039.21,3,0,55,4,4,17.01,3.58,37.99,3.19,0,正常还款中,2016/12/25,4.37,0.78,2017/1/25,4.45,0.69,2016/12/31
197161,11248106,10500,12,18.0,2016/4/21,B,普通,否,29,男,成功认证,未成功认证,未成功认证,成功认证,未成功认证,未成功认证,3.0,11574.0,6783.97,15,0,52,6,2,52.0,1.08,0.0,0.0,0,已还清,2016/6/3,48.02,0.3,,,,2016/10/31
201883,10372181,3000,6,16.0,2016/3/31,A,APP闪电,否,19,女,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,2.0,800.0,720.76,2,0,50,6,6,50.0,2.32,0.0,0.0,0,已还清,2016/9/30,8.64,0.08,,,,2016/10/31
24278,8932698,28000,24,20.0,2016/2/24,C,普通,否,31,男,成功认证,未成功认证,未成功认证,成功认证,未成功认证,未成功认证,4.0,28920.0,14551.64,20,0,50,10,10,18.39,7.01,31.61,4.04,0,正常还款中,2016/12/24,1.98,0.56,2017/1/24,2.01,0.53,2016/12/31
235853,14526624,2450,6,18.0,2016/6/25,B,APP闪电,是,19,女,未成功认证,未成功认证,未成功认证,成功认证,未成功认证,未成功认证,0.0,0.0,0.0,0,0,51,5,4,33.49,2.31,17.51,0.39,6,逾期中,2016/10/25,8.56,0.39,2016/11/25,8.69,0.26,2016/11/30
128397,18897877,3772,12,20.0,2016/8/31,C,普通,否,36,男,成功认证,成功认证,成功认证,成功认证,成功认证,未成功认证,10.0,60322.0,16228.36,47,1,70,2,2,10.72,2.24,59.28,5.57,0,正常还款中,2016/10/28,5.41,1.07,2016/11/30,5.5,0.99,2016/10/31
151630,20409121,2264,6,18.0,2016/9/21,B,APP闪电,否,26,女,未成功认证,未成功认证,未成功认证,成功认证,未成功认证,未成功认证,1.0,7000.0,4735.8,2,0,50,0,0,0.0,0.0,50.0,2.65,0,正常还款中,,,,2016/10/21,8.02,0.75,2016/9/30
137872,12895852,1000,12,18.0,2016/6/6,B,APP闪电,否,19,男,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,1.0,1000.0,1000.0,0,0,50,3,3,11.67,2.08,38.33,2.92,0,正常还款中,2016/9/9,3.95,0.64,2016/10/6,4.01,0.57,2016/9/30
52553,22923537,3000,12,20.0,2016/10/24,C,其他,否,28,女,未成功认证,未成功认证,未成功认证,成功认证,未成功认证,未成功认证,1.0,5000.0,3423.3,3,0,58,2,2,8.88,1.86,49.12,4.61,0,正常还款中,2016/12/1,4.48,0.89,2017/1/24,4.55,0.82,2016/12/31
55080,2564388,13650,12,18.0,2015/5/30,D,其他,否,24,女,成功认证,未成功认证,成功认证,未成功认证,未成功认证,未成功认证,4.0,14900.0,6612.9,15,0,15,12,12,15.0,1.44,0.0,0.0,0,已还清,2016/6/4,1.41,0.0,,,,2016/12/31
140941,12273382,3301,6,18.0,2016/5/14,B,APP闪电,否,25,男,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,3.0,1758.0,1398.97,7,0,50,4,4,32.81,2.27,17.19,0.35,0,正常还款中,2016/9/20,8.39,0.38,2016/10/14,8.51,0.26,2016/9/30
126857,9050007,3110,12,18.0,2016/2/28,B,APP闪电,否,25,女,未成功认证,未成功认证,未成功认证,成功认证,未成功认证,未成功认证,3.0,3600.0,3362.27,2,0,50,7,7,28.04,4.02,21.96,0.94,0,正常还款中,2016/9/29,4.19,0.39,2016/10/28,4.25,0.33,2016/9/30
89576,2036343,4000,12,12.0,2015/3/26,AA,普通,是,37,男,成功认证,未成功认证,未成功认证,成功认证,未成功认证,未成功认证,0.0,0.0,0.0,0,0,500,12,8,500.0,28.63,0.0,0.0,0,已还清,2015/11/24,215.65,2.04,,,,2016/12/31
52169,13282738,3500,6,20.0,2016/6/3,C,其他,否,30,女,成功认证,未成功认证,未成功认证,成功认证,未成功认证,未成功认证,2.0,9500.0,5225.07,6,1,50,6,6,50.0,2.95,0.0,0.0,0,已还清,2016/12/3,8.69,0.13,,,,2016/12/31
251787,15717084,556,6,16.0,2016/7/16,A,APP闪电,否,24,男,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,4.0,14585.0,9583.36,10,0,24,4,3,24.0,0.59,0.0,0.0,0,已还清,2016/9/16,16.22,0.0,,,,2016/11/30
48776,21921909,7000,12,20.0,2016/10/12,C,APP闪电,是,28,男,未成功认证,未成功认证,未成功认证,成功认证,未成功认证,未成功认证,0.0,0.0,0.0,0,0,58,2,2,8.88,1.86,49.12,4.61,0,正常还款中,2016/12/7,4.48,0.89,2017/1/12,4.56,0.81,2016/12/31
149581,8232242,18000,12,20.0,2016/1/30,C,普通,否,30,男,成功认证,未成功认证,成功认证,未成功认证,未成功认证,未成功认证,5.0,32785.0,0.0,15,1,100,8,8,64.4,9.68,35.6,1.44,0,正常还款中,2016/9/29,8.52,0.74,2016/10/30,8.67,0.59,2016/9/30
61858,2225821,3632,8,12.0,2015/4/20,AA,普通,否,46,女,成功认证,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,1.0,3000.0,878.58,5,0,300,8,8,300.0,13.6,0.0,0.0,0,已还清,2015/12/20,38.86,0.34,,,,2017/2/28
253531,7817528,7500,12,20.0,2016/1/25,C,普通,是,28,男,成功认证,未成功认证,未成功认证,成功认证,未成功认证,未成功认证,0.0,0.0,0.0,0,0,50,10,10,40.91,5.39,9.09,0.17,0,正常还款中,2016/11/24,4.4,0.23,2016/12/25,4.48,0.15,2016/11/30
207487,7956784,10000,12,20.0,2016/1/23,C,普通,否,36,男,成功认证,未成功认证,成功认证,成功认证,未成功认证,未成功认证,4.0,23263.0,0.0,14,2,50,9,9,36.51,5.16,13.49,0.4,0,正常还款中,2016/10/23,4.33,0.3,2016/11/23,4.4,0.23,2016/10/31
8951,12534850,813,12,16.0,2016/5/19,A,APP闪电,否,29,男,未成功认证,未成功认证,未成功认证,成功认证,未成功认证,未成功认证,3.0,3025.0,1196.77,10,0,50,9,12,50.0,4.43,0.0,0.0,0,已还清,2017/1/18,4.48,0.06,,,,2017/2/28
266452,21351094,7000,6,18.0,2016/10/4,B,APP闪电,是,31,女,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,0.0,0.0,0.0,0,0,50,1,2,16.17,1.38,33.83,1.27,0,正常还款中,2016/11/26,8.15,0.63,2017/1/4,8.27,0.5,2016/11/30
213386,19784024,4913,12,16.0,2016/9/12,A,APP闪电,否,25,女,未成功认证,未成功认证,未成功认证,成功认证,未成功认证,未成功认证,1.0,5500.0,3786.48,4,0,50,1,1,3.86,0.67,46.14,3.76,0,正常还款中,2016/10/15,3.86,0.67,2016/11/12,3.93,0.61,2016/10/31
88600,27624751,3200,12,20.0,2016/12/14,C,其他,否,30,男,未成功认证,未成功认证,未成功认证,成功认证,未成功认证,未成功认证,6.0,13110.0,3749.55,47,0,58,0,0,0.0,0.0,58.0,6.47,0,正常还款中,,,,2017/1/14,4.4,0.97,2016/12/31
249366,9699471,36000,24,20.0,2016/3/15,C,普通,否,35,男,成功认证,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,12.0,65238.0,0.0,53,0,50,8,8,14.46,5.86,35.54,5.19,0,正常还款中,2016/11/15,1.92,0.62,2016/12/15,1.95,0.59,2016/11/30
142566,13620102,642,6,18.0,2016/6/10,B,APP闪电,否,48,女,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,3.0,8301.0,7018.13,6,0,50,6,6,50.0,2.65,0.0,0.0,0,已还清,2016/8/14,8.65,0.13,,,,2016/12/31
147027,2567017,3207,8,11.0,2015/5/25,AA,普通,否,34,女,成功认证,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,1.0,3000.0,1793.39,5,0,12,8,8,12.0,0.48,0.0,0.0,0,已还清,2016/1/25,1.58,0.0,,,,2016/9/30
137558,3368360,1000,6,10.5,2015/7/29,AA,普通,是,28,男,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,0.0,0.0,0.0,0,0,300,6,6,300.0,9.24,0.0,0.0,0,已还清,2016/1/24,51.12,0.42,,,,2016/12/31
67950,27181569,3558,6,20.0,2016/12/9,C,其他,否,26,男,成功认证,未成功认证,未成功认证,成功认证,未成功认证,未成功认证,2.0,8452.0,4441.2,11,0,58,0,0,0.0,0.0,58.0,3.42,0,正常还款中,,,,2017/1/9,9.27,0.96,2016/12/31
206561,3883811,300000,6,16.0,2015/8/31,B,电商,否,31,男,成功认证,成功认证,未成功认证,未成功认证,未成功认证,成功认证,1.0,300000.0,0.0,6,0,120,6,6,120.0,5.64,0.0,0.0,0,已还清,2016/2/28,20.69,0.25,,,,2016/10/31
141259,8169462,9000,12,20.0,2016/2/3,C,普通,是,26,女,成功认证,未成功认证,未成功认证,成功认证,未成功认证,未成功认证,0.0,0.0,0.0,0,0,50,7,7,27.92,4.49,22.08,1.07,0,正常还款中,2016/9/12,4.19,0.44,2016/10/3,4.26,0.37,2016/9/30
51681,12491371,2758,12,16.0,2016/5/18,A,其他,否,25,男,成功认证,未成功认证,未成功认证,成功认证,成功认证,未成功认证,9.0,36981.0,17241.58,51,0,50,9,12,50.0,4.43,0.0,0.0,0,已还清,2016/10/20,4.48,0.05,,,,2017/2/28
186125,22777806,2009,12,18.0,2016/10/22,B,其他,否,24,男,未成功认证,未成功认证,未成功认证,成功认证,未成功认证,未成功认证,4.0,7000.0,4490.27,19,0,50,0,0,0.0,0.0,50.0,5.0,0,正常还款中,,,,2016/11/22,3.83,0.75,2016/10/31
285747,2981487,3600,12,20.0,2015/7/3,D,普通,是,29,男,成功认证,未成功认证,未成功认证,成功认证,未成功认证,未成功认证,0.0,0.0,0.0,0,0,32,12,12,32.0,3.52,0.0,0.0,0,已还清,2016/7/24,2.96,0.0,,,,2016/9/30
10663,24689977,3211,12,20.0,2016/11/13,C,其他,否,30,男,未成功认证,未成功认证,未成功认证,成功认证,未成功认证,未成功认证,1.0,6000.0,2788.09,5,0,58,1,4,18.06,3.43,39.94,3.04,0,正常还款中,2016/12/4,4.63,0.75,2017/4/13,4.71,0.66,2016/12/31
95465,3867954,3000,12,11.5,2015/8/28,AA,普通,是,25,男,成功认证,未成功认证,成功认证,未成功认证,未成功认证,未成功认证,0.0,0.0,0.0,0,0,300,12,12,300.0,18.96,0.0,0.0,0,已还清,2016/8/28,26.4,0.18,,,,2017/2/28
266841,16843152,3710,12,18.0,2016/8/7,B,其他,否,25,女,成功认证,未成功认证,未成功认证,成功认证,未成功认证,未成功认证,3.0,9700.0,7121.24,10,0,50,3,4,15.68,2.65,34.32,2.35,0,正常还款中,2016/11/30,4.01,0.57,2017/1/7,4.07,0.51,2016/11/30
192896,20511315,6851,12,18.0,2016/9/22,B,APP闪电,否,28,女,未成功认证,未成功认证,未成功认证,成功认证,未成功认证,未成功认证,1.0,1250.0,848.46,4,0,50,1,1,3.83,0.75,46.17,4.25,0,正常还款中,2016/10/20,3.83,0.75,2016/11/22,3.89,0.69,2016/10/31
88906,24889967,4000,6,20.0,2016/11/15,C,其他,否,21,男,未成功认证,未成功认证,未成功认证,成功认证,未成功认证,未成功认证,2.0,11500.0,1821.87,14,0,58,1,3,28.28,2.43,29.72,0.99,0,正常还款中,2016/12/9,9.59,0.65,2017/3/15,9.74,0.5,2016/12/31
181646,3112932,70000,18,14.0,2015/7/7,A,其他,否,30,男,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,1.0,62000.0,58884.59,0,1,25,15,15,20.4,2.7,4.6,0.02,0,正常还款中,2016/10/7,1.47,0.07,2016/11/7,1.49,0.05,2016/10/31
218420,22106387,4140,12,20.0,2016/10/14,C,APP闪电,否,23,女,未成功认证,未成功认证,未成功认证,成功认证,未成功认证,未成功认证,1.0,1500.0,759.79,3,0,58,2,2,8.88,1.86,49.12,4.61,0,正常还款中,2016/12/14,4.48,0.89,2017/1/14,4.55,0.82,2016/12/31
16419,10594123,2971,6,16.0,2016/4/6,A,普通,否,48,女,成功认证,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,3.0,13450.0,8529.45,10,1,50,6,6,50.0,2.32,0.0,0.0,0,已还清,2016/10/1,8.65,0.07,,,,2017/2/28
142697,11289275,2000,12,22.0,2016/4/22,D,普通,否,34,女,成功认证,未成功认证,未成功认证,成功认证,未成功认证,未成功认证,2.0,7475.0,2675.92,9,0,52,8,6,52.0,4.27,0.0,0.0,0,已还清,2016/10/6,31.73,0.24,,,,2016/12/31
126582,10178185,4000,12,18.0,2016/3/27,B,APP闪电,是,30,女,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,0.0,0.0,0.0,0,0,50,9,9,36.6,4.62,13.4,0.34,0,正常还款中,2016/12/22,4.31,0.27,2017/1/27,4.38,0.2,2016/12/31
153657,17806058,5581,6,20.0,2016/8/16,C,其他,否,24,女,成功认证,未成功认证,未成功认证,成功认证,未成功认证,未成功认证,1.0,8500.0,2918.11,4,0,50,1,1,7.99,0.83,42.01,2.12,0,正常还款中,2016/9/16,7.99,0.83,2016/10/16,8.12,0.71,2016/9/30
188298,3437856,3000,6,10.5,2015/8/4,AA,普通,是,40,男,成功认证,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,0.0,0.0,0.0,0,0,300,6,6,300.0,9.24,0.0,0.0,0,已还清,2016/2/2,51.12,0.42,,,,2016/10/31
283046,3672029,5500,12,11.5,2015/8/17,AA,普通,是,25,男,成功认证,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,0.0,0.0,0.0,0,0,100,12,12,100.0,6.32,0.0,0.0,0,已还清,2016/8/17,8.84,0.02,,,,2016/12/31
205058,17281743,2537,6,20.0,2016/8/11,C,其他,否,29,女,成功认证,未成功认证,未成功认证,成功认证,未成功认证,未成功认证,6.0,20703.0,8462.69,22,2,51,2,2,16.44,1.56,34.56,1.45,0,正常还款中,2016/10/8,8.29,0.71,2016/11/11,8.42,0.58,2016/10/31
126160,11333375,2927,12,20.0,2016/4/23,C,普通,否,28,女,成功认证,未成功认证,未成功认证,成功认证,未成功认证,未成功认证,1.0,7500.0,4572.33,5,0,50,8,6,23.73,4.05,26.27,1.51,39,逾期中,2016/9/25,4.12,0.51,2016/11/23,4.19,0.44,2016/12/31
250694,13132044,6100,12,18.0,2016/6/11,B,APP闪电,否,27,男,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,1.0,2300.0,0.0,12,0,50,5,12,50.0,5.0,0.0,0.0,0,已还清,2016/11/12,4.52,0.06,,,,2016/11/30
156384,15780310,5000,12,22.0,2016/7/21,D,APP闪电,是,31,女,未成功认证,未成功认证,未成功认证,成功认证,未成功认证,未成功认证,0.0,0.0,0.0,0,0,50,5,4,15.47,3.24,34.53,2.91,11,逾期中,2016/12/15,3.98,0.7,2016/12/21,4.04,0.64,2016/12/31
72979,1791999,4000,12,12.0,2015/2/12,AA,普通,否,30,男,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,1.0,3000.0,1540.38,5,0,500,12,12,500.0,33.04,0.0,0.0,0,已还清,2016/2/11,44.05,0.37,,,,2017/2/28
146612,11683763,2537,12,20.0,2016/5/1,C,其他,否,29,女,成功认证,未成功认证,未成功认证,成功认证,未成功认证,未成功认证,1.0,8200.0,5662.71,4,0,102,4,5,40.02,7.18,61.98,4.1,0,正常还款中,2016/9/30,8.27,1.17,2016/11/1,8.41,1.03,2016/9/30
84026,27339659,10100,12,18.0,2016/12/11,B,APP闪电,否,24,男,未成功认证,未成功认证,未成功认证,成功认证,未成功认证,未成功认证,1.0,10000.0,8454.91,2,0,58,0,0,0.0,0.0,58.0,5.8,0,正常还款中,,,,2017/1/11,4.44,0.87,2016/12/31
278824,19196722,2232,12,22.0,2016/9/6,C,其他,否,22,女,成功认证,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,2.0,9166.0,4767.12,8,2,55,0,0,0.0,0.0,55.0,6.77,0,正常还款中,,,,2016/10/6,4.13,1.01,2016/9/30
38668,8325346,6060,18,11.0,2016/1/31,AA,其他,是,24,男,成功认证,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,0.0,0.0,0.0,0,0,300,13,12,194.42,23.38,105.58,3.32,1,逾期中,2017/2/1,17.03,1.12,2017/2/28,0.0,0.0,2017/2/28
